Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
63500,1.403883,28.9,-1.0104654,-1.686463662846522,-1.686463662846522,1.0
64000,1.4038829,18.529411764705884,-0.99110484,-1.8443358207450193,-1.8443358207450193,1.0
64500,1.4038829,21.24137931034483,-1.1138455,-1.6611863229303592,-1.6611863229303592,1.0
65000,1.403883,13.947368421052632,-1.0411764,-1.865274689346552,-1.865274689346552,1.0
65500,1.403883,20.94736842105263,-1.0631773,-1.7118280351989799,-1.7118280351989799,1.0
66000,1.403883,31.11764705882353,-1.0529553,-1.7276464775204659,-1.7276464775204659,1.0
66500,1.403883,21.307692307692307,-0.9522536,-1.6654070828642165,-1.6654070828642165,1.0
67000,1.403883,29.535714285714285,-1.1004847,-1.6790951749792806,-1.6790951749792806,1.0
67500,1.403883,25.65,-0.9905997,-1.743597699772744,-1.743597699772744,1.0
68000,1.4038829,13.153846153846153,-1.1256849,-1.7101068116724492,-1.7101068116724492,1.0
68500,1.4038829,16.6875,-1.2697847,-1.5778005330851583,-1.5778005330851583,1.0
69000,1.403883,15.1,-1.0829383,-1.7823941491303905,-1.7823941491303905,1.0
69500,1.4038831,24.333333333333332,-1.0390179,-1.722731692790985,-1.722731692790985,1.0
70000,1.403883,17.181818181818183,-1.0966558,-1.8817987727082295,-1.8817987727082295,1.0
70500,1.403883,13.25,-1.2432896,-1.77319374639127,-1.77319374639127,1.0
71000,1.403883,12.5,-1.0647013,-1.7699241010472178,-1.7699241010472178,1.0
71500,1.4038831,16.52173913043478,-1.2232382,-1.8940408913926645,-1.8940408913926645,1.0
72000,1.4025682,13.81081081081081,-1.4086381,-1.8443417459524967,-1.8443417459524967,1.0
72500,1.4001256,11.67741935483871,-1.3898183,-1.8467800958896987,-1.8467800958896987,1.0
73000,1.4001256,13.6,-1.2171319,-1.7380777869758934,-1.7380777869758934,1.0
73500,1.4001256,20.333333333333332,-1.3590709,-1.5689591132104397,-1.5689591132104397,1.0
74000,1.4001256,17.147058823529413,-1.404592,-1.7081809388739722,-1.7081809388739722,1.0
74500,1.4001256,19.6,-1.1382351,-1.8161699610948563,-1.8161699610948563,1.0
75000,1.4001256,25.444444444444443,-1.1006185,-1.7932201420006,-1.7932201420006,1.0
75500,1.4001256,18.074074074074073,-1.2239549,-1.6391172122496824,-1.6391172122496824,1.0
76000,1.4001257,13.0,-1.2342461,-1.8108912725001574,-1.8108912725001574,1.0
76500,1.4001256,13.62962962962963,-1.1717081,-1.7321542134439503,-1.7321542134439503,1.0
77000,1.4001257,18.419354838709676,-1.3572533,-1.7833129951031879,-1.7833129951031879,1.0
77500,1.4001256,13.931034482758621,-1.3448793,-1.829725422800101,-1.829725422800101,1.0
78000,1.4001257,26.428571428571427,-0.846094,-1.3308112089123045,-1.3308112089123045,1.0
78500,1.4001256,21.11111111111111,-1.0990282,-1.627229623058263,-1.627229623058263,1.0
79000,1.4001256,31.681818181818183,-1.2846117,-1.603451796847841,-1.603451796847841,1.0
79500,1.4001256,29.0,-1.1762615,-1.8149608075618744,-1.8149608075618744,1.0
80000,1.4001257,42.30769230769231,-1.0097276,-1.6222241818904877,-1.6222241818904877,1.0
80500,1.4001256,24.0,-1.1589625,-1.6290635401787965,-1.6290635401787965,1.0
81000,1.4001257,22.0,-0.9794256,-1.509341327767623,-1.509341327767623,1.0
81500,1.4001256,30.363636363636363,-1.0279312,-1.709091457227866,-1.709091457227866,1.0
82000,1.4001257,19.352941176470587,-1.0755432,-1.6988982488127315,-1.6988982488127315,1.0
82500,1.3974983,43.72222222222222,-1.144349,-1.4187710649873082,-1.4187710649873082,1.0
83000,1.3963864,27.466666666666665,-1.1691914,-1.6252656406722963,-1.6252656406722963,1.0
83500,1.3963863,23.25,-1.0695584,-1.5321759241907036,-1.5321759241907036,1.0
84000,1.3963863,48.72727272727273,-1.0792385,-1.3187522725625471,-1.3187522725625471,1.0
84500,1.3963865,24.166666666666668,-1.0077097,-1.5797271355986595,-1.5797271355986595,1.0
85000,1.3963863,52.6,-0.90416384,-1.3354508992698457,-1.3354508992698457,1.0
85500,1.3963864,26.761904761904763,-1.1879613,-1.668122180870601,-1.668122180870601,1.0
86000,1.3963865,23.6,-1.2099441,-1.840234164148569,-1.840234164148569,1.0
86500,1.3963865,37.916666666666664,-1.1317683,-1.5246922316459508,-1.5246922316459508,1.0
87000,1.3963863,37.22222222222222,-1.2812018,-1.4198494435925233,-1.4198494435925233,1.0
87500,1.3963864,27.0,-1.0692252,-1.6287842353477198,-1.6287842353477198,1.0
88000,1.3963864,19.0,-1.1805476,-1.870304208000501,-1.870304208000501,1.0
88500,1.3963863,20.53846153846154,-1.1091983,-1.657320961356163,-1.657320961356163,1.0
89000,1.3963863,36.2,-1.2217178,-1.4661136865615845,-1.4661136865615845,1.0
89500,1.3963864,30.285714285714285,-0.9577077,-1.4139110573700495,-1.4139110573700495,1.0
90000,1.3963863,20.115384615384617,-1.2289237,-1.5310423569037364,-1.5310423569037364,1.0
90500,1.3963863,22.23076923076923,-1.1780328,-1.6889963253090778,-1.6889963253090778,1.0
91000,1.3963864,32.94736842105263,-1.1137601,-1.399752111795048,-1.399752111795048,1.0
91500,1.3963863,32.5,-0.8942668,-1.242927787359804,-1.242927787359804,1.0
92000,1.3963865,23.782608695652176,-1.2142661,-1.6287455155979842,-1.6287455155979842,1.0
92500,1.3957151,24.625,-1.0296086,-1.7941198291686864,-1.7941198291686864,1.0
93000,1.3941177,51.5,-1.0584728,-1.338037840448893,-1.338037840448893,1.0
93500,1.3941177,26.272727272727273,-1.1191294,-1.6078688515858217,-1.6078688515858217,1.0
94000,1.3941176,22.09090909090909,-1.1455047,-1.8552298789674586,-1.8552298789674586,1.0
94500,1.3941177,57.23076923076923,-0.97075486,-1.119643094447943,-1.119643094447943,1.0
95000,1.3941176,68.75,-0.9555192,-1.1303494063516457,-1.1303494063516457,1.0
95500,1.3941178,15.173913043478262,-1.2857031,-1.8950308483579885,-1.8950308483579885,1.0
96000,1.3941176,28.68421052631579,-1.1621301,-1.4661440231526892,-1.4661440231526892,1.0
96500,1.3941176,26.5,-1.2211761,-1.7951423356930414,-1.7951423356930414,1.0
97000,1.3941177,47.46153846153846,-1.1275225,-1.1203474048525095,-1.1203474048525095,1.0
97500,1.3941177,36.05882352941177,-1.2432897,-1.6344756562920177,-1.6344756562920177,1.0
98000,1.3941177,35.6,-0.9768445,-1.391430388359974,-1.391430388359974,1.0
98500,1.3941177,39.6,-1.1535946,-1.4022699117660522,-1.4022699117660522,1.0
99000,1.3941176,21.928571428571427,-1.1429511,-1.4553611651062965,-1.4553611651062965,1.0
99500,1.3941178,23.571428571428573,-1.0793246,-1.4543256510335665,-1.4543256510335665,1.0
100000,1.3941176,26.142857142857142,-1.1673574,-1.3395171751035377,-1.3395171751035377,1.0
100500,1.3941176,25.76923076923077,-1.0749677,-1.4641540300633227,-1.4641540300633227,1.0
101000,1.3941176,33.38095238095238,-1.3538952,-1.478692898992449,-1.478692898992449,1.0
101500,1.3941178,20.642857142857142,-1.1610408,-1.3205672840277354,-1.3205672840277354,1.0
102000,1.3941176,16.238095238095237,-1.4484378,-1.708683245918817,-1.708683245918817,1.0
102500,1.3941176,32.625,-0.9638396,-1.2829289138317108,-1.2829289138317108,1.0
103000,1.392885,53.5,-1.1403136,-1.5023489832878112,-1.5023489832878112,1.0
103500,1.3911874,27.3,-1.0318791,-1.6812548443675042,-1.6812548443675042,1.0
104000,1.3911874,66.83333333333333,-0.8327901,-0.9937402307987213,-0.9937402307987213,1.0
104500,1.3911875,62.55555555555556,-0.92201614,-0.8120405517984182,-0.8120405517984182,1.0
105000,1.3911875,102.42857142857143,-0.88777846,-1.309992021747998,-1.309992021747998,1.0
105500,1.3911874,29.285714285714285,-0.8802985,-0.7386650703847408,-0.7386650703847408,1.0
106000,1.3911875,87.66666666666667,-0.75756025,-0.919956237077713,-0.919956237077713,1.0
106500,1.3911874,34.375,-1.2411684,-1.6987121254205704,-1.6987121254205704,1.0
107000,1.3911873,48.857142857142854,-0.99251497,-1.2380022502371244,-1.2380022502371244,1.0
107500,1.3911875,62.1764705882353,-1.236974,-1.3404079852625728,-1.3404079852625728,1.0
108000,1.3911877,28.428571428571427,-0.92152816,-1.1884211134165525,-1.1884211134165525,1.0
108500,1.3911873,83.22222222222223,-1.0584116,-0.5387085989117623,-0.5387085989117623,1.0
109000,1.3911875,25.6875,-1.2152163,-1.72175332903862,-1.72175332903862,1.0
109500,1.3911873,15.88888888888889,-1.0370022,-1.814897210896015,-1.814897210896015,1.0
110000,1.3911875,62.142857142857146,-0.8537021,-0.9161749991277853,-0.9161749991277853,1.0
110500,1.3911874,89.0,-0.9479004,-0.5817659778727425,-0.5817659778727425,1.0
111000,1.3911874,26.0,-1.1904622,-1.6034557762054296,-1.6034557762054296,1.0
111500,1.3911875,68.14285714285714,-0.86189425,-0.5428854003548622,-0.5428854003548622,1.0
